MODELYEAR,MAKE,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FC_CITY,FC_HWY,FC_COMB,COMB_MPG,CO2_EMISSION
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206
2021,MINI,Mid-size,2,4,AS8,Z,10.1,7.4,8.9,32,207
2021,MINI,Minicompact,2,4,AM7,Z,9.1,6.9,8.1,35,191
2021,MINI,Minicompact,2,4,M6,Z,10.3,7.3,9,31,209
2021,MINI,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,31,212
2021,MINI,Subcompact,2,4,AS8,Z,9.2,6.9,8.1,35,190
2021,MINI,Subcompact,2,4,M6,Z,10.2,7.1,8.8,32,206
2021,MINI,Mid-size,2,4,AS8,Z,10.1,7.6,9,31,210
2021,MINI,Minicompact,2,4,AS8,Z,9.4,7.1,8.3,34,194
2021,MINI,Mid-size,2,4,AS8,Z,10,7.8,9,31,210
2021,MINI,Subcompact,2,4,AS8,Z,9.9,7.8,8.9,32,208
2021,Mitsubishi,Compact,1.2,3,AV,X,6.6,5.6,6.2,46,143
2021,Mitsubishi,Compact,1.2,3,M5,X,7.1,5.8,6.5,43,151
2021,Mitsubishi,SUV: Small,2,4,AV6,X,9.7,7.8,8.8,32,206
2021,Mitsubishi,SUV: Small,2,4,AV6,X,10.1,8.2,9.2,31,213
2021,Mitsubishi,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,30,218
2021,Nissan,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,36,187
2021,Nissan,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,35,190
2021,Nissan,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,18,362
2021,Nissan,Subcompact,3.8,6,AM6,Z,14.4,10.9,12.8,22,300
2021,Nissan,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,39,169
2021,Nissan,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
2021,Nissan,Station wagon: Mid-size,3.5,6,AV7,X,11.7,8.3,10.2,28,240
2021,Nissan,Station wagon: Mid-size,3.5,6,AV7,X,12,8.5,10.4,27,245
2021,Nissan,Special purpose vehicle,2,4,AV,X,9.9,9.1,9.5,30,223
2021,Nissan,Station wagon: Small,2,4,AV8,X,8.8,7.3,8.1,35,191
2021,Nissan,Station wagon: Small,2,4,M6,X,9.9,8,9,31,212
2021,Nissan,Station wagon: Small,2,4,AV8,X,9,7.6,8.4,34,197
2021,Nissan,SUV: Small,2.5,4,AV8,X,8.9,7,8.1,35,189
2021,Nissan,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,34,195
2021,Nissan,Mid-size,2,4,AV,X,8,6,7.1,40,167
2021,Nissan,Mid-size,2,4,AV,X,8.2,6.2,7.3,39,171
2021,Nissan,Mid-size,2,4,M6,X,9.3,6.3,8,35,187
2021,Nissan,Mid-size,2,4,M6,X,9.4,6.5,8.1,35,190
2021,Nissan,Pickup truck: Standard,5.6,8,AS9,Z,15.2,11.1,13.4,21,314
2021,Nissan,Pickup truck: Standard,5.6,8,AS9,Z,15.4,11.4,13.6,21,321
2021,Nissan,Compact,1.6,4,AV,X,7.4,5.9,6.7,42,158
2021,Nissan,Compact,1.6,4,M5,X,8.6,6.7,7.7,37,181
2021,Porsche,Two-seater,2,4,AM7,Z,11,8.7,10,28,233
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,260
2021,Porsche,Two-seater,4,6,M6,Z,14,10,12.2,23,284
2021,Porsche,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255
2021,Porsche,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263
2021,Porsche,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28,236
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,2,4,AM7,Z,11,8.7,10,28,233
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,4,6,AM7,Z,13,9.9,11.6,24,271
2021,Porsche,Two-seater,4,6,M6,Z,14,10.1,12.2,23,286
2021,Porsche,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,260
2021,Porsche,Two-seater,4,6,M6,Z,14,10,12.2,23,284
2021,Porsche,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255
2021,Porsche,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,25,263
2021,Porsche,Two-seater,2,4,AM7,Z,11.2,8.7,10.1,28,236
2021,Porsche,Two-seater,2,4,M6,Z,11.7,8.9,10.5,27,245
2021,Porsche,Two-seater,4,6,AM7,Z,13,9.9,11.6,24,271
2021,Porsche,Two-seater,4,6,M6,Z,14,10.1,12.2,23,286
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,274
2021,Porsche,Minicompact,3,6,M7,Z,12.8,9.4,11.3,25,264
2021,Porsche,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,273
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.4,11.8,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.7,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13,10.2,11.8,24,275
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.3,11.8,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,12.8,10.2,11.7,24,273
2021,Porsche,Minicompact,3,6,M7,Z,13.8,9.8,12,24,281
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,275
2021,Porsche,Minicompact,3,6,AM8,Z,13.1,10.2,11.8,24,274
2021,Porsche,Minicompact,3,6,M7,Z,13.7,9.8,11.9,24,278
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,21,321
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,20,324
2021,Porsche,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,21,321
2021,Porsche,Minicompact,3.7,6,AM8,Z,16,11.8,14.1,20,328
2021,Porsche,SUV: Standard,3,6,AS8,Z,12.5,10.3,11.5,25,269
2021,Porsche,SUV: Standard,3,6,AS8,Z,12.7,10.3,11.6,24,271
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.8,12.3,14.2,20,331
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.2,12.4,14,20,326
2021,Porsche,SUV: Standard,2.9,6,AS8,Z,13.1,10.5,11.9,24,278
2021,Porsche,SUV: Standard,2.9,6,AS8,Z,13.4,10.9,12.3,23,286
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.6,12.4,14.1,20,329
2021,Porsche,SUV: Standard,4,8,AS8,Z,15.8,12.2,14.2,20,332
2021,Porsche,SUV: Small,2,4,AM7,Z,12.2,10.2,11.3,25,264
2021,Porsche,SUV: Small,2.9,6,AM7,Z,13.5,10.5,12.2,23,285
2021,Porsche,SUV: Small,3,6,AM7,Z,13.1,9.6,11.5,25,274
2021,Porsche,SUV: Small,2.9,6,AM7,Z,13.5,11.2,12.5,23,293
2021,Porsche,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,24,274
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,25,274
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,289
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,24,274
2021,Porsche,Full-size,2.9,6,AM8,Z,12.8,9.8,11.4,25,276
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292
2021,Porsche,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292
2021,Porsche,Full-size,4,8,AM8,Z,15.7,11.2,13.7,21,323
2021,Porsche,Full-size,4,8,AM8,Z,15.7,11.8,13.9,20,323
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326
2021,Porsche,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,326
2021,Ram,Pickup truck: Standard,3,6,A8,D,10.5,7.3,9,31,243
2021,Ram,Pickup truck: Standard,3,6,A8,D,10.4,7.1,8.9,32,238
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,26,253
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,11.6,9,10.4,27,245
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,21,320
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,14.1,10.3,12.4,23,290
2021,Ram,Pickup truck: Standard,3,6,A8,D,11.1,8,9.7,29,260
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,12.1,9.7,11,26,259
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,20,325
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,14,10.7,12.5,23,294
2021,Ram,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,14,465
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,24,280
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,15.7,11,13.6,21,319
2021,Ram,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,22,294
2021,Ram,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,20,330
2021,Ram,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,29,232
2021,Rolls-Royce,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,17,386
2021,Rolls-Royce,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,17,386
2021,Rolls-Royce,Compact,6.6,12,AS8,Z,20.7,13.4,17.4,16,408
2021,Rolls-Royce,Compact,6.6,12,AS8,Z,20.7,13.4,17.4,16,408
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,382
2021,Rolls-Royce,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,382
2021,Rolls-Royce,Mid-size,6.6,12,AS8,Z,19.6,12.8,16.5,17,387
2021,Rolls-Royce,Mid-size,6.6,12,AS8,Z,19.6,12.8,16.5,17,387
2021,Subaru,SUV: Standard,2.4,4,AV8,X,11.6,9,10.4,27,244
2021,Subaru,SUV: Small,2,4,AV8,X,8.5,7,7.9,36,185
2021,Subaru,SUV: Small,2,4,M6,X,10.5,8.1,9.4,30,220
2021,Subaru,SUV: Small,2.5,4,AV8,X,8.8,7,8,35,188
2021,Subaru,SUV: Small,2.5,4,AV7,X,9,7.2,8.2,34,192
2021,Subaru,Mid-size,2,4,AV7,X,8.3,6.4,7.5,38,174
2021,Subaru,Mid-size,2,4,M5,X,10.1,7.6,9,31,210
2021,Subaru,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,37,178
2021,Subaru,Station wagon: Small,2,4,M5,X,10.1,7.7,9,31,211
2021,Subaru,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,32,205
2021,Subaru,Full-size,2.5,4,AV8,X,8.9,6.7,7.9,36,184
2021,Subaru,SUV: Small,2.4,4,AV8,X,10.1,7.9,9.1,31,213
2021,Subaru,SUV: Small,2.5,4,AV8,X,9,7.1,8.2,34,192
2021,Subaru,Compact,2,4,AV8,Z,12.9,9.7,11.5,25,269
2021,Subaru,Compact,2,4,M6,Z,11.7,8.7,10.4,27,243
2021,Subaru,Compact,2.5,4,M6,Z,14.4,10.8,12.8,22,301
2021,Toyota,SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,20,321
2021,Toyota,SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,20,321
2021,Toyota,Mid-size,3.5,6,AS8,X,10.9,7.7,9.5,30,221
2021,Toyota,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,197
2021,Toyota,Compact,2,4,AS7,X,8.7,7.5,8.2,34,189
2021,Toyota,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,38,173
2021,Toyota,Mid-size,2.5,4,AS8,X,8.6,6.3,7.6,37,177
2021,Toyota,Mid-size,3.5,6,AS8,X,10.5,7.1,9,31,210
2021,Toyota,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,31,215
2021,Toyota,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,30,220
2021,Toyota,Mid-size,2.5,4,AS8,X,9.3,6.8,8.2,34,190
2021,Toyota,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,197
2021,Toyota,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,58,113
2021,Toyota,Mid-size,2.5,4,AV,X,5.3,5,5.1,55,121
2021,Toyota,Compact,1.8,4,AV,X,7.9,6.1,7.1,40,165
2021,Toyota,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,170
2021,Toyota,Compact,1.8,4,M6,X,8,6,7.1,40,165
2021,Toyota,Compact,2,4,AV10,X,7.6,5.9,6.8,42,159
2021,Toyota,Compact,2,4,AV10,X,7.7,6.1,7,40,164
2021,Toyota,Compact,2,4,M6,X,8.2,6.5,7.4,38,173
2021,Toyota,Compact,2,4,AV10,X,7.7,6.2,7,40,164
2021,Toyota,Compact,2,4,M6,X,8.4,6.6,7.5,38,178
2021,Toyota,Compact,2,4,AV10,X,7.5,5.8,6.7,42,158
2021,Toyota,Compact,2,4,M6,X,8.4,6.7,7.6,37,179
2021,Toyota,Compact,1.8,4,AV,X,4.4,4.5,4.5,63,106
2021,Toyota,Two-seater,2,4,AS8,Z,9.4,7.3,8.4,34,197
2021,Toyota,Two-seater,3,6,AS8,Z,10.6,8,9.4,30,218
2021,Toyota,SUV: Small,3.5,6,AS8,X,11.9,8.3,10.3,27,240
2021,Toyota,SUV: Small,3.5,6,AS8,X,11.8,8.6,10.3,27,241
2021,Toyota,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,158
2021,Toyota,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,42,156
2021,Toyota,Mid-size,1.8,4,AV,X,4.4,4.7,4.5,63,106
2021,Toyota,Mid-size,1.8,4,AV,X,4.6,5,4.8,59,111
2021,Toyota,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,36,184
2021,Toyota,SUV: Small,2.5,4,AS8,X,8.5,6.8,7.7,37,180
2021,Toyota,SUV: Small,2.5,4,AS8,X,9.4,7.1,8.4,34,195
2021,Toyota,SUV: Small,2.5,4,AS8,X,8.8,7.1,8,35,187
2021,Toyota,SUV: Small,2.5,4,AS8,X,8.7,6.9,7.9,36,184
2021,Toyota,SUV: Small,2.5,4,AS8,X,9.5,7.4,8.5,33,200
2021,Toyota,SUV: Small,2.5,4,AV,X,5.8,6.3,6,47,140
2021,Toyota,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,17,384
2021,Toyota,Minivan,2.5,4,AV,X,6.6,6.5,6.5,43,153
2021,Toyota,Minivan,2.5,4,AV,X,6.8,6.6,6.7,42,157
2021,Toyota,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.8,24,278
2021,Toyota,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,22,299
2021,Toyota,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,300
2021,Toyota,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,18,371
2021,Toyota,Pickup truck: Standard,5.7,8,AS6,X,18,14.2,16.3,17,382
2021,Toyota,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,46,141
2021,Volkswagen,Full-size,2,4,AS8,Z,11.6,7.7,9.8,29,230
2021,Volkswagen,SUV: Small,2,4,AS8,X,11.7,9.9,10.9,26,256
2021,Volkswagen,SUV: Standard,3.6,6,AS8,X,14.6,10.9,12.9,22,301
2021,Volkswagen,SUV: Small,2,4,AS8,X,11.7,10,10.9,26,257
2021,Volkswagen,SUV: Small,3.6,6,AS8,X,13.8,10.4,12.3,23,289
2021,Volkswagen,Compact,1.4,4,AS8,X,8.2,6.5,7.5,38,174
2021,Volkswagen,Compact,1.4,4,M6,X,8,6.1,7.1,40,166
2021,Volkswagen,Compact,2,4,AM7,X,9.7,7.3,8.6,33,201
2021,Volkswagen,Compact,2,4,M6,X,10.1,7.9,9.1,31,213
2021,Volkswagen,Compact,1.4,4,AS8,X,8,6,7.1,40,165
2021,Volkswagen,Compact,1.4,4,M6,X,7.9,5.8,6.9,41,162
2021,Volkswagen,Compact,2,4,AM7,X,9.7,6.8,8.4,34,195
2021,Volkswagen,Compact,2,4,M6,X,9.7,7,8.5,33,198
2021,Volkswagen,Mid-size,2,4,AS6,X,9.8,6.6,8.3,34,195
2021,Volkswagen,SUV: Small,2,4,AS8,X,10.4,8.1,9.4,30,219
2021,Volkswagen,SUV: Small,2,4,AS8,X,11,8.6,9.9,29,232
2021,Volvo,Compact,2,4,AS8,Z,10,6.8,8.6,33,200
2021,Volvo,Compact,2,4,AS8,Z,10.8,7.2,9.2,31,215
2021,Volvo,Compact,2,4,AS8,Z,11,7.4,9.4,30,219
2021,Volvo,Mid-size,2,4,AS8,Z,11.3,7.5,9.6,29,224
2021,Volvo,Station wagon: Small,2,4,AS8,Z,10,6.8,8.6,33,200
2021,Volvo,Station wagon: Small,2,4,AS8,Z,11.3,7.5,9.6,29,224
2021,Volvo,Station wagon: Small,2,4,AS8,Z,10.8,7.7,9.4,30,220
2021,Volvo,SUV: Small,2,4,AS8,X,10.7,7.6,9.3,30,217
2021,Volvo,SUV: Small,2,4,AS8,Z,10.7,7.7,9.4,30,219
2021,Volvo,SUV: Small,2,4,AS8,Z,11.1,8.3,9.9,29,230
2021,Volvo,SUV: Small,2,4,AS8,Z,11.7,8.6,10.3,27,240
2021,Volvo,SUV: Standard,2,4,AS8,Z,11.5,8.4,10.1,28,236
2021,Volvo,SUV: Standard,2,4,AS8,Z,12.1,8.5,10.5,27,245
,,,,,,,,,,,
Understanding the table,,,,,,,,,,,
Model,4WD/4X4 = Four-wheel drive,,,,,,,,,,
,AWD = All-wheel drive,,,,,,,,,,
,FFV = Flexible-fuel vehicle,,,,,,,,,,
,SWB = Short wheelbase,,,,,,,,,,
,LWB = Long wheelbase,,,,,,,,,,
,EWB = Extended wheelbase,,,,,,,,,,
Transmission,A = automatic,,,,,,,,,,
,AM = automated manual,,,,,,,,,,
,AS = automatic with select shift,,,,,,,,,,
,AV = continuously variable,,,,,,,,,,
,M = manual,,,,,,,,,,
,3 ñ 10 = Number of gears,,,,,,,,,,
Fuel type,X = regular gasoline,,,,,,,,,,
,Z = premium gasoline,,,,,,,,,,
,D = diesel,,,,,,,,,,
,E = ethanol (E85),,,,,,,,,,
,N = natural gas,,,,,,,,,,
Fuel consumption,"City and highway fuel consumption ratings are shown in litres per 100 kilometres (L/100 km) - the combined rating (55% city, 45% hwy) is shown in L/100 km and in miles per imperial gallon (mpg)",,,,,,,,,,
CO2 emissions,the tailpipe emissions of carbon dioxide (in grams per kilometre) for combined city and highway driving,,,,,,,,,,
CO2 rating,the tailpipe emissions of carbon dioxide rated on a scale from 1 (worst) to 10 (best),,,,,,,,,,
Smog rating,the tailpipe emissions of smog-forming pollutants rated on a scale from 1 (worst) to 10 (best),,,,,,,,,,